geo_value,signal,time_value,value,region
2 SENC,pct_ed_visits_influenza,5/3/14,0.09,2 SENC
3 FAY AREA,pct_ed_visits_influenza,5/3/14,0.17,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,5/3/14,0.19,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,5/3/14,0.11,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,5/3/14,0.11,6 WNC
7 CLT AREA,pct_ed_visits_influenza,5/3/14,0.04,7 CLT AREA
1 NENC,pct_ed_visits_influenza,5/10/14,0.07,1 NENC
2 SENC,pct_ed_visits_influenza,5/10/14,0.03,2 SENC
3 FAY AREA,pct_ed_visits_influenza,5/10/14,0.1,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,5/10/14,0.15,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,5/10/14,0.08,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,5/10/14,0.12,6 WNC
7 CLT AREA,pct_ed_visits_influenza,5/10/14,0.04,7 CLT AREA
1 NENC,pct_ed_visits_influenza,5/17/14,0.05,1 NENC
2 SENC,pct_ed_visits_influenza,5/17/14,0,2 SENC
3 FAY AREA,pct_ed_visits_influenza,5/17/14,0.07,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,5/17/14,0.06,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,5/17/14,0.07,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,5/17/14,0.04,6 WNC
7 CLT AREA,pct_ed_visits_influenza,5/17/14,0.03,7 CLT AREA
1 NENC,pct_ed_visits_influenza,5/24/14,0.05,1 NENC
2 SENC,pct_ed_visits_influenza,5/24/14,0.01,2 SENC
3 FAY AREA,pct_ed_visits_influenza,5/24/14,0.09,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,5/24/14,0.07,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,5/24/14,0.03,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,5/24/14,0.04,6 WNC
7 CLT AREA,pct_ed_visits_influenza,5/24/14,0.03,7 CLT AREA
1 NENC,pct_ed_visits_influenza,5/31/14,0.12,1 NENC
2 SENC,pct_ed_visits_influenza,5/31/14,0.04,2 SENC
3 FAY AREA,pct_ed_visits_influenza,5/31/14,0.06,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,5/31/14,0.03,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,5/31/14,0.03,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,5/31/14,0.01,6 WNC
7 CLT AREA,pct_ed_visits_influenza,5/31/14,0.02,7 CLT AREA
1 NENC,pct_ed_visits_influenza,6/7/14,0.06,1 NENC
2 SENC,pct_ed_visits_influenza,6/7/14,0.05,2 SENC
3 FAY AREA,pct_ed_visits_influenza,6/7/14,0.03,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,6/7/14,0.02,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,6/7/14,0.03,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,6/7/14,0.03,6 WNC
7 CLT AREA,pct_ed_visits_influenza,6/7/14,0,7 CLT AREA
1 NENC,pct_ed_visits_influenza,6/14/14,0.03,1 NENC
2 SENC,pct_ed_visits_influenza,6/14/14,0.02,2 SENC
3 FAY AREA,pct_ed_visits_influenza,6/14/14,0.04,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,6/14/14,0.03,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,6/14/14,0.02,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,6/14/14,0.01,6 WNC
7 CLT AREA,pct_ed_visits_influenza,6/14/14,0.02,7 CLT AREA
1 NENC,pct_ed_visits_influenza,6/21/14,0.06,1 NENC
2 SENC,pct_ed_visits_influenza,6/21/14,0.06,2 SENC
3 FAY AREA,pct_ed_visits_influenza,6/21/14,0.04,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,6/21/14,0.01,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,6/21/14,0.02,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,6/21/14,0.01,6 WNC
7 CLT AREA,pct_ed_visits_influenza,6/21/14,0.01,7 CLT AREA
1 NENC,pct_ed_visits_influenza,6/28/14,0.02,1 NENC
2 SENC,pct_ed_visits_influenza,6/28/14,0.03,2 SENC
3 FAY AREA,pct_ed_visits_influenza,6/28/14,0.02,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,6/28/14,0.01,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,6/28/14,0.04,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,6/28/14,0.01,6 WNC
7 CLT AREA,pct_ed_visits_influenza,6/28/14,0.01,7 CLT AREA
1 NENC,pct_ed_visits_influenza,7/5/14,0.05,1 NENC
2 SENC,pct_ed_visits_influenza,7/5/14,0.03,2 SENC
3 FAY AREA,pct_ed_visits_influenza,7/5/14,0.03,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,7/5/14,0.01,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,7/5/14,0,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,7/5/14,0.03,6 WNC
7 CLT AREA,pct_ed_visits_influenza,7/5/14,0.01,7 CLT AREA
1 NENC,pct_ed_visits_influenza,7/12/14,0.05,1 NENC
2 SENC,pct_ed_visits_influenza,7/12/14,0,2 SENC
3 FAY AREA,pct_ed_visits_influenza,7/12/14,0,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,7/12/14,0,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,7/12/14,0.01,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,7/12/14,0,6 WNC
7 CLT AREA,pct_ed_visits_influenza,7/12/14,0.02,7 CLT AREA
1 NENC,pct_ed_visits_influenza,7/19/14,0.02,1 NENC
2 SENC,pct_ed_visits_influenza,7/19/14,0,2 SENC
3 FAY AREA,pct_ed_visits_influenza,7/19/14,0.01,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,7/19/14,0.04,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,7/19/14,0.01,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,7/19/14,0.02,6 WNC
7 CLT AREA,pct_ed_visits_influenza,7/19/14,0,7 CLT AREA
1 NENC,pct_ed_visits_influenza,7/26/14,0.03,1 NENC
2 SENC,pct_ed_visits_influenza,7/26/14,0.02,2 SENC
3 FAY AREA,pct_ed_visits_influenza,7/26/14,0.01,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,7/26/14,0.02,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,7/26/14,0,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,7/26/14,0,6 WNC
7 CLT AREA,pct_ed_visits_influenza,7/26/14,0.01,7 CLT AREA
1 NENC,pct_ed_visits_influenza,8/2/14,0.03,1 NENC
2 SENC,pct_ed_visits_influenza,8/2/14,0,2 SENC
3 FAY AREA,pct_ed_visits_influenza,8/2/14,0.02,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,8/2/14,0,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,8/2/14,0.01,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,8/2/14,0.01,6 WNC
7 CLT AREA,pct_ed_visits_influenza,8/2/14,0,7 CLT AREA
1 NENC,pct_ed_visits_influenza,8/9/14,0.01,1 NENC
2 SENC,pct_ed_visits_influenza,8/9/14,0,2 SENC
3 FAY AREA,pct_ed_visits_influenza,8/9/14,0.02,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,8/9/14,0.01,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,8/9/14,0.01,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,8/9/14,0,6 WNC
7 CLT AREA,pct_ed_visits_influenza,8/9/14,0.02,7 CLT AREA
1 NENC,pct_ed_visits_influenza,8/16/14,0.03,1 NENC
2 SENC,pct_ed_visits_influenza,8/16/14,0,2 SENC
3 FAY AREA,pct_ed_visits_influenza,8/16/14,0.02,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,8/16/14,0,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,8/16/14,0.02,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,8/16/14,0.02,6 WNC
7 CLT AREA,pct_ed_visits_influenza,8/16/14,0,7 CLT AREA
1 NENC,pct_ed_visits_influenza,8/23/14,0.08,1 NENC
2 SENC,pct_ed_visits_influenza,8/23/14,0,2 SENC
3 FAY AREA,pct_ed_visits_influenza,8/23/14,0.02,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,8/23/14,0.01,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,8/23/14,0.02,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,8/23/14,0.01,6 WNC
7 CLT AREA,pct_ed_visits_influenza,8/23/14,0.01,7 CLT AREA
1 NENC,pct_ed_visits_influenza,8/30/14,0.09,1 NENC
2 SENC,pct_ed_visits_influenza,8/30/14,0.02,2 SENC
3 FAY AREA,pct_ed_visits_influenza,8/30/14,0.01,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,8/30/14,0,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,8/30/14,0.01,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,8/30/14,0.02,6 WNC
7 CLT AREA,pct_ed_visits_influenza,8/30/14,0,7 CLT AREA
1 NENC,pct_ed_visits_influenza,9/6/14,0.03,1 NENC
2 SENC,pct_ed_visits_influenza,9/6/14,0,2 SENC
3 FAY AREA,pct_ed_visits_influenza,9/6/14,0.01,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,9/6/14,0.03,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,9/6/14,0.02,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,9/6/14,0.01,6 WNC
7 CLT AREA,pct_ed_visits_influenza,9/6/14,0.02,7 CLT AREA
1 NENC,pct_ed_visits_influenza,9/13/14,0.1,1 NENC
2 SENC,pct_ed_visits_influenza,9/13/14,0.01,2 SENC
3 FAY AREA,pct_ed_visits_influenza,9/13/14,0.02,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,9/13/14,0.05,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,9/13/14,0.01,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,9/13/14,0.01,6 WNC
7 CLT AREA,pct_ed_visits_influenza,9/13/14,0.03,7 CLT AREA
1 NENC,pct_ed_visits_influenza,9/20/14,0.05,1 NENC
2 SENC,pct_ed_visits_influenza,9/20/14,0.06,2 SENC
3 FAY AREA,pct_ed_visits_influenza,9/20/14,0.06,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,9/20/14,0.03,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,9/20/14,0.02,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,9/20/14,0.07,6 WNC
7 CLT AREA,pct_ed_visits_influenza,9/20/14,0.04,7 CLT AREA
1 NENC,pct_ed_visits_influenza,9/27/14,0.17,1 NENC
2 SENC,pct_ed_visits_influenza,9/27/14,0.02,2 SENC
3 FAY AREA,pct_ed_visits_influenza,9/27/14,0.07,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,9/27/14,0.06,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,9/27/14,0.06,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,9/27/14,0.08,6 WNC
7 CLT AREA,pct_ed_visits_influenza,9/27/14,0.07,7 CLT AREA
1 NENC,pct_ed_visits_influenza,10/4/14,0.07,1 NENC
2 SENC,pct_ed_visits_influenza,10/4/14,0.05,2 SENC
3 FAY AREA,pct_ed_visits_influenza,10/4/14,0.04,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,10/4/14,0.08,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,10/4/14,0.05,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,10/4/14,0.03,6 WNC
7 CLT AREA,pct_ed_visits_influenza,10/4/14,0.05,7 CLT AREA
1 NENC,pct_ed_visits_influenza,10/11/14,0.09,1 NENC
2 SENC,pct_ed_visits_influenza,10/11/14,0.09,2 SENC
3 FAY AREA,pct_ed_visits_influenza,10/11/14,0.07,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,10/11/14,0.06,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,10/11/14,0.03,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,10/11/14,0.05,6 WNC
7 CLT AREA,pct_ed_visits_influenza,10/11/14,0.08,7 CLT AREA
1 NENC,pct_ed_visits_influenza,10/18/14,0.05,1 NENC
2 SENC,pct_ed_visits_influenza,10/18/14,0.04,2 SENC
3 FAY AREA,pct_ed_visits_influenza,10/18/14,0.04,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,10/18/14,0.06,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,10/18/14,0.07,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,10/18/14,0.04,6 WNC
7 CLT AREA,pct_ed_visits_influenza,10/18/14,0.08,7 CLT AREA
1 NENC,pct_ed_visits_influenza,10/25/14,0.18,1 NENC
2 SENC,pct_ed_visits_influenza,10/25/14,0.14,2 SENC
3 FAY AREA,pct_ed_visits_influenza,10/25/14,0.07,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,10/25/14,0.09,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,10/25/14,0.1,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,10/25/14,0.07,6 WNC
7 CLT AREA,pct_ed_visits_influenza,10/25/14,0.08,7 CLT AREA
1 NENC,pct_ed_visits_influenza,11/1/14,0.13,1 NENC
2 SENC,pct_ed_visits_influenza,11/1/14,0.08,2 SENC
3 FAY AREA,pct_ed_visits_influenza,11/1/14,0.04,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,11/1/14,0.1,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,11/1/14,0.12,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,11/1/14,0.22,6 WNC
7 CLT AREA,pct_ed_visits_influenza,11/1/14,0.07,7 CLT AREA
1 NENC,pct_ed_visits_influenza,11/8/14,0.21,1 NENC
2 SENC,pct_ed_visits_influenza,11/8/14,0.13,2 SENC
3 FAY AREA,pct_ed_visits_influenza,11/8/14,0.15,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,11/8/14,0.07,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,11/8/14,0.09,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,11/8/14,0.08,6 WNC
7 CLT AREA,pct_ed_visits_influenza,11/8/14,0.04,7 CLT AREA
1 NENC,pct_ed_visits_influenza,11/15/14,0.2,1 NENC
2 SENC,pct_ed_visits_influenza,11/15/14,0.39,2 SENC
3 FAY AREA,pct_ed_visits_influenza,11/15/14,0.25,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,11/15/14,0.16,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,11/15/14,0.12,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,11/15/14,0.13,6 WNC
7 CLT AREA,pct_ed_visits_influenza,11/15/14,0.08,7 CLT AREA
1 NENC,pct_ed_visits_influenza,11/22/14,0.4,1 NENC
2 SENC,pct_ed_visits_influenza,11/22/14,0.5,2 SENC
3 FAY AREA,pct_ed_visits_influenza,11/22/14,0.29,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,11/22/14,0.28,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,11/22/14,0.13,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,11/22/14,0.28,6 WNC
7 CLT AREA,pct_ed_visits_influenza,11/22/14,0.11,7 CLT AREA
1 NENC,pct_ed_visits_influenza,11/29/14,0.85,1 NENC
2 SENC,pct_ed_visits_influenza,11/29/14,0.72,2 SENC
3 FAY AREA,pct_ed_visits_influenza,11/29/14,1.18,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,11/29/14,0.52,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,11/29/14,0.25,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,11/29/14,0.54,6 WNC
7 CLT AREA,pct_ed_visits_influenza,11/29/14,0.17,7 CLT AREA
1 NENC,pct_ed_visits_influenza,12/6/14,0.75,1 NENC
2 SENC,pct_ed_visits_influenza,12/6/14,1.14,2 SENC
3 FAY AREA,pct_ed_visits_influenza,12/6/14,1.05,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,12/6/14,0.64,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,12/6/14,0.36,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,12/6/14,0.84,6 WNC
7 CLT AREA,pct_ed_visits_influenza,12/6/14,0.32,7 CLT AREA
1 NENC,pct_ed_visits_influenza,12/13/14,1.38,1 NENC
2 SENC,pct_ed_visits_influenza,12/13/14,1.23,2 SENC
3 FAY AREA,pct_ed_visits_influenza,12/13/14,1.94,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,12/13/14,1.26,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,12/13/14,0.72,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,12/13/14,0.86,6 WNC
7 CLT AREA,pct_ed_visits_influenza,12/13/14,0.57,7 CLT AREA
1 NENC,pct_ed_visits_influenza,12/20/14,2.84,1 NENC
2 SENC,pct_ed_visits_influenza,12/20/14,2.88,2 SENC
3 FAY AREA,pct_ed_visits_influenza,12/20/14,4.3,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,12/20/14,2.68,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,12/20/14,2.14,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,12/20/14,2.53,6 WNC
7 CLT AREA,pct_ed_visits_influenza,12/20/14,1.54,7 CLT AREA
1 NENC,pct_ed_visits_influenza,12/27/14,5.24,1 NENC
2 SENC,pct_ed_visits_influenza,12/27/14,5.66,2 SENC
3 FAY AREA,pct_ed_visits_influenza,12/27/14,6.96,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,12/27/14,5.05,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,12/27/14,5.31,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,12/27/14,3.96,6 WNC
7 CLT AREA,pct_ed_visits_influenza,12/27/14,3.52,7 CLT AREA
1 NENC,pct_ed_visits_influenza,1/3/15,3.99,1 NENC
2 SENC,pct_ed_visits_influenza,1/3/15,4.95,2 SENC
3 FAY AREA,pct_ed_visits_influenza,1/3/15,5.01,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,1/3/15,4.09,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,1/3/15,5.56,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,1/3/15,3.62,6 WNC
7 CLT AREA,pct_ed_visits_influenza,1/3/15,3.13,7 CLT AREA
1 NENC,pct_ed_visits_influenza,1/10/15,3.24,1 NENC
2 SENC,pct_ed_visits_influenza,1/10/15,3.08,2 SENC
3 FAY AREA,pct_ed_visits_influenza,1/10/15,2.97,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,1/10/15,2.96,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,1/10/15,3.66,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,1/10/15,2.55,6 WNC
7 CLT AREA,pct_ed_visits_influenza,1/10/15,2.7,7 CLT AREA
1 NENC,pct_ed_visits_influenza,1/17/15,2.71,1 NENC
2 SENC,pct_ed_visits_influenza,1/17/15,2.83,2 SENC
3 FAY AREA,pct_ed_visits_influenza,1/17/15,2.54,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,1/17/15,2.56,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,1/17/15,3.25,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,1/17/15,1.78,6 WNC
7 CLT AREA,pct_ed_visits_influenza,1/17/15,2.51,7 CLT AREA
1 NENC,pct_ed_visits_influenza,1/24/15,2.07,1 NENC
2 SENC,pct_ed_visits_influenza,1/24/15,2.36,2 SENC
3 FAY AREA,pct_ed_visits_influenza,1/24/15,2.09,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,1/24/15,2.24,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,1/24/15,2.68,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,1/24/15,1.63,6 WNC
7 CLT AREA,pct_ed_visits_influenza,1/24/15,2.51,7 CLT AREA
1 NENC,pct_ed_visits_influenza,1/31/15,1.5,1 NENC
2 SENC,pct_ed_visits_influenza,1/31/15,1.43,2 SENC
3 FAY AREA,pct_ed_visits_influenza,1/31/15,1.68,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,1/31/15,1.59,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,1/31/15,2.09,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,1/31/15,1.13,6 WNC
7 CLT AREA,pct_ed_visits_influenza,1/31/15,1.9,7 CLT AREA
1 NENC,pct_ed_visits_influenza,2/7/15,1.32,1 NENC
2 SENC,pct_ed_visits_influenza,2/7/15,1.18,2 SENC
3 FAY AREA,pct_ed_visits_influenza,2/7/15,1.56,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,2/7/15,1.11,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,2/7/15,1.85,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,2/7/15,1.17,6 WNC
7 CLT AREA,pct_ed_visits_influenza,2/7/15,1.73,7 CLT AREA
1 NENC,pct_ed_visits_influenza,2/14/15,0.97,1 NENC
2 SENC,pct_ed_visits_influenza,2/14/15,1.28,2 SENC
3 FAY AREA,pct_ed_visits_influenza,2/14/15,1.44,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,2/14/15,0.78,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,2/14/15,1.36,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,2/14/15,0.88,6 WNC
7 CLT AREA,pct_ed_visits_influenza,2/14/15,1.54,7 CLT AREA
1 NENC,pct_ed_visits_influenza,2/21/15,0.8,1 NENC
2 SENC,pct_ed_visits_influenza,2/21/15,0.98,2 SENC
3 FAY AREA,pct_ed_visits_influenza,2/21/15,1.32,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,2/21/15,0.68,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,2/21/15,1.12,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,2/21/15,0.81,6 WNC
7 CLT AREA,pct_ed_visits_influenza,2/21/15,1.11,7 CLT AREA
1 NENC,pct_ed_visits_influenza,2/28/15,0.61,1 NENC
2 SENC,pct_ed_visits_influenza,2/28/15,0.8,2 SENC
3 FAY AREA,pct_ed_visits_influenza,2/28/15,0.76,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,2/28/15,0.45,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,2/28/15,0.97,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,2/28/15,0.65,6 WNC
7 CLT AREA,pct_ed_visits_influenza,2/28/15,0.84,7 CLT AREA
1 NENC,pct_ed_visits_influenza,3/7/15,0.53,1 NENC
2 SENC,pct_ed_visits_influenza,3/7/15,0.89,2 SENC
3 FAY AREA,pct_ed_visits_influenza,3/7/15,0.63,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,3/7/15,0.29,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,3/7/15,0.8,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,3/7/15,0.83,6 WNC
7 CLT AREA,pct_ed_visits_influenza,3/7/15,0.53,7 CLT AREA
1 NENC,pct_ed_visits_influenza,3/14/15,0.56,1 NENC
2 SENC,pct_ed_visits_influenza,3/14/15,1,2 SENC
3 FAY AREA,pct_ed_visits_influenza,3/14/15,0.53,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,3/14/15,0.26,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,3/14/15,0.71,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,3/14/15,0.53,6 WNC
7 CLT AREA,pct_ed_visits_influenza,3/14/15,0.48,7 CLT AREA
1 NENC,pct_ed_visits_influenza,3/21/15,0.34,1 NENC
2 SENC,pct_ed_visits_influenza,3/21/15,0.6,2 SENC
3 FAY AREA,pct_ed_visits_influenza,3/21/15,0.47,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,3/21/15,0.16,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,3/21/15,0.68,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,3/21/15,0.41,6 WNC
7 CLT AREA,pct_ed_visits_influenza,3/21/15,0.3,7 CLT AREA
1 NENC,pct_ed_visits_influenza,3/28/15,0.54,1 NENC
2 SENC,pct_ed_visits_influenza,3/28/15,0.35,2 SENC
3 FAY AREA,pct_ed_visits_influenza,3/28/15,0.41,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,3/28/15,0.25,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,3/28/15,0.65,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,3/28/15,0.4,6 WNC
7 CLT AREA,pct_ed_visits_influenza,3/28/15,0.25,7 CLT AREA
1 NENC,pct_ed_visits_influenza,4/4/15,0.47,1 NENC
2 SENC,pct_ed_visits_influenza,4/4/15,0.22,2 SENC
3 FAY AREA,pct_ed_visits_influenza,4/4/15,0.31,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,4/4/15,0.14,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,4/4/15,0.33,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,4/4/15,0.47,6 WNC
7 CLT AREA,pct_ed_visits_influenza,4/4/15,0.17,7 CLT AREA
1 NENC,pct_ed_visits_influenza,4/11/15,0.55,1 NENC
2 SENC,pct_ed_visits_influenza,4/11/15,0.24,2 SENC
3 FAY AREA,pct_ed_visits_influenza,4/11/15,0.32,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,4/11/15,0.11,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,4/11/15,0.39,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,4/11/15,0.33,6 WNC
7 CLT AREA,pct_ed_visits_influenza,4/11/15,0.19,7 CLT AREA
1 NENC,pct_ed_visits_influenza,4/18/15,0.49,1 NENC
2 SENC,pct_ed_visits_influenza,4/18/15,0.1,2 SENC
3 FAY AREA,pct_ed_visits_influenza,4/18/15,0.21,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,4/18/15,0.08,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,4/18/15,0.28,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,4/18/15,0.18,6 WNC
7 CLT AREA,pct_ed_visits_influenza,4/18/15,0.11,7 CLT AREA
1 NENC,pct_ed_visits_influenza,4/25/15,0.24,1 NENC
2 SENC,pct_ed_visits_influenza,4/25/15,0.05,2 SENC
3 FAY AREA,pct_ed_visits_influenza,4/25/15,0.09,3 FAY AREA
