geo_value,signal,time_value,value,region,,
5 TRIAD AREA,pct_ed_visits_influenza,4/7/2012,0.11,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,4/7/2012,0.16,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,4/7/2012,0.08,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,4/14/2012,0.08,1 NENC,,
2 SENC,pct_ed_visits_influenza,4/14/2012,0.13,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,4/14/2012,0.07,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,4/14/2012,0.05,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,4/14/2012,0.13,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,4/14/2012,0.07,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,4/14/2012,0.15,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,4/21/2012,0.1,1 NENC,,
2 SENC,pct_ed_visits_influenza,4/21/2012,0.08,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,4/21/2012,0.08,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,4/21/2012,0.13,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,4/21/2012,0.09,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,4/21/2012,0.03,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,4/21/2012,0.07,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,4/28/2012,0.03,1 NENC,,
2 SENC,pct_ed_visits_influenza,4/28/2012,0.11,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,4/28/2012,0.05,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,4/28/2012,0.07,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,4/28/2012,0.1,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,4/28/2012,0.04,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,4/28/2012,0.07,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,5/5/2012,0.04,1 NENC,,
2 SENC,pct_ed_visits_influenza,5/5/2012,0.05,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,5/5/2012,0.03,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,5/5/2012,0.09,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,5/5/2012,0.16,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,5/5/2012,0.01,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,5/5/2012,0.05,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,5/12/2012,0.08,1 NENC,,
2 SENC,pct_ed_visits_influenza,5/12/2012,0.05,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,5/12/2012,0.09,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,5/12/2012,0.04,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,5/12/2012,0.07,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,5/12/2012,0.02,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,5/12/2012,0.04,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,5/19/2012,0.04,1 NENC,,
2 SENC,pct_ed_visits_influenza,5/19/2012,0.03,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,5/19/2012,0.02,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,5/19/2012,0.08,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,5/19/2012,0.05,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,5/19/2012,0.02,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,5/19/2012,0.02,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,5/26/2012,0.01,1 NENC,,
2 SENC,pct_ed_visits_influenza,5/26/2012,0.03,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,5/26/2012,0.05,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,5/26/2012,0.01,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,5/26/2012,0.06,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,5/26/2012,0,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,5/26/2012,0.03,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,6/2/2012,0.05,1 NENC,,
2 SENC,pct_ed_visits_influenza,6/2/2012,0.02,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,6/2/2012,0.01,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,6/2/2012,0.01,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,6/2/2012,0.01,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,6/2/2012,0.1,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,6/2/2012,0.04,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,6/9/2012,0.04,1 NENC,,
2 SENC,pct_ed_visits_influenza,6/9/2012,0.04,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,6/9/2012,0.03,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,6/9/2012,0.01,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,6/9/2012,0.01,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,6/9/2012,0.04,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,6/9/2012,0.04,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,6/16/2012,0.03,1 NENC,,
2 SENC,pct_ed_visits_influenza,6/16/2012,0.05,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,6/16/2012,0.01,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,6/16/2012,0,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,6/16/2012,0.01,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,6/16/2012,0.02,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,6/16/2012,0.01,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,6/23/2012,0.01,1 NENC,,
2 SENC,pct_ed_visits_influenza,6/23/2012,0.02,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,6/23/2012,0.02,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,6/23/2012,0.02,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,6/23/2012,0.01,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,6/23/2012,0,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,6/23/2012,0.01,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,6/30/2012,0.01,1 NENC,,
2 SENC,pct_ed_visits_influenza,6/30/2012,0.02,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,6/30/2012,0.03,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,6/30/2012,0.01,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,6/30/2012,0.01,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,6/30/2012,0,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,6/30/2012,0.01,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,7/7/2012,0.01,1 NENC,,
2 SENC,pct_ed_visits_influenza,7/7/2012,0,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,7/7/2012,0.01,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,7/7/2012,0.01,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,7/7/2012,0.01,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,7/7/2012,0,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,7/7/2012,0.01,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,7/14/2012,0.03,1 NENC,,
2 SENC,pct_ed_visits_influenza,7/14/2012,0.03,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,7/14/2012,0.02,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,7/14/2012,0.03,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,7/14/2012,0.04,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,7/14/2012,0.01,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,7/14/2012,0.01,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,7/21/2012,0.03,1 NENC,,
2 SENC,pct_ed_visits_influenza,7/21/2012,0.02,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,7/21/2012,0.01,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,7/21/2012,0,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,7/21/2012,0.01,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,7/21/2012,0,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,7/21/2012,0,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,7/28/2012,0.02,1 NENC,,
2 SENC,pct_ed_visits_influenza,7/28/2012,0.05,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,7/28/2012,0.01,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,7/28/2012,0,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,7/28/2012,0.01,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,7/28/2012,0,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,7/28/2012,0.01,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,8/4/2012,0,1 NENC,,
2 SENC,pct_ed_visits_influenza,8/4/2012,0.02,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,8/4/2012,0,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,8/4/2012,0.01,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,8/4/2012,0.02,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,8/4/2012,0.01,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,8/4/2012,0.02,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,8/11/2012,0.03,1 NENC,,
2 SENC,pct_ed_visits_influenza,8/11/2012,0.02,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,8/11/2012,0.02,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,8/11/2012,0.01,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,8/11/2012,0,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,8/11/2012,0.01,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,8/11/2012,0.01,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,8/18/2012,0.04,1 NENC,,
2 SENC,pct_ed_visits_influenza,8/18/2012,0.03,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,8/18/2012,0.01,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,8/18/2012,0.01,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,8/18/2012,0,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,8/18/2012,0.01,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,8/18/2012,0.02,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,8/25/2012,0.04,1 NENC,,
2 SENC,pct_ed_visits_influenza,8/25/2012,0.03,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,8/25/2012,0.06,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,8/25/2012,0.02,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,8/25/2012,0.02,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,8/25/2012,0.01,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,8/25/2012,0.01,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,9/1/2012,0.02,1 NENC,,
2 SENC,pct_ed_visits_influenza,9/1/2012,0.02,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,9/1/2012,0,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,9/1/2012,0.02,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,9/1/2012,0.01,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,9/1/2012,0,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,9/1/2012,0.01,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,9/8/2012,0,1 NENC,,
2 SENC,pct_ed_visits_influenza,9/8/2012,0.05,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,9/8/2012,0.01,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,9/8/2012,0.01,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,9/8/2012,0.04,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,9/8/2012,0.01,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,9/8/2012,0.03,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,9/15/2012,0.03,1 NENC,,
2 SENC,pct_ed_visits_influenza,9/15/2012,0.05,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,9/15/2012,0.03,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,9/15/2012,0.01,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,9/15/2012,0,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,9/15/2012,0,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,9/15/2012,0.03,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,9/22/2012,0.03,1 NENC,,
2 SENC,pct_ed_visits_influenza,9/22/2012,0.1,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,9/22/2012,0.04,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,9/22/2012,0.02,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,9/22/2012,0.02,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,9/22/2012,0,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,9/22/2012,0.05,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,9/29/2012,0.06,1 NENC,,
2 SENC,pct_ed_visits_influenza,9/29/2012,0.1,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,9/29/2012,0.09,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,9/29/2012,0.04,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,9/29/2012,0.02,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,9/29/2012,0.01,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,9/29/2012,0.05,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,10/6/2012,0.07,1 NENC,,
2 SENC,pct_ed_visits_influenza,10/6/2012,0.08,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,10/6/2012,0.17,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,10/6/2012,0.06,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,10/6/2012,0.05,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,10/6/2012,0,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,10/6/2012,0.06,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,10/13/2012,0.11,1 NENC,,
2 SENC,pct_ed_visits_influenza,10/13/2012,0.14,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,10/13/2012,0.22,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,10/13/2012,0.08,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,10/13/2012,0.05,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,10/13/2012,0.03,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,10/13/2012,0.07,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,10/20/2012,0.12,1 NENC,,
2 SENC,pct_ed_visits_influenza,10/20/2012,0.07,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,10/20/2012,0.1,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,10/20/2012,0.08,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,10/20/2012,0.08,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,10/20/2012,0.04,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,10/20/2012,0.06,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,10/27/2012,0.16,1 NENC,,
2 SENC,pct_ed_visits_influenza,10/27/2012,0.03,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,10/27/2012,0.16,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,10/27/2012,0.09,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,10/27/2012,0.08,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,10/27/2012,0.01,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,10/27/2012,0.05,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,11/3/2012,0.17,1 NENC,,
2 SENC,pct_ed_visits_influenza,11/3/2012,0.16,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,11/3/2012,0.29,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,11/3/2012,0.04,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,11/3/2012,0.19,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,11/3/2012,0.01,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,11/3/2012,0.08,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,11/10/2012,0.19,1 NENC,,
2 SENC,pct_ed_visits_influenza,11/10/2012,0.14,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,11/10/2012,0.44,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,11/10/2012,0.13,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,11/10/2012,0.32,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,11/10/2012,0.03,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,11/10/2012,0.19,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,11/17/2012,0.39,1 NENC,,
2 SENC,pct_ed_visits_influenza,11/17/2012,0.07,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,11/17/2012,1,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,11/17/2012,0.41,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,11/17/2012,0.79,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,11/17/2012,0.11,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,11/17/2012,0.46,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,11/24/2012,1,1 NENC,,
2 SENC,pct_ed_visits_influenza,11/24/2012,0.38,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,11/24/2012,2.27,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,11/24/2012,0.63,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,11/24/2012,1.49,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,11/24/2012,0.19,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,11/24/2012,1.26,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,12/1/2012,1.28,1 NENC,,
2 SENC,pct_ed_visits_influenza,12/1/2012,0.46,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,12/1/2012,2.6,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,12/1/2012,0.71,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,12/1/2012,2.4,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,12/1/2012,0.73,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,12/1/2012,2.03,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,12/8/2012,2.44,1 NENC,,
2 SENC,pct_ed_visits_influenza,12/8/2012,1.64,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,12/8/2012,5.74,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,12/8/2012,2.53,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,12/8/2012,5.03,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,12/8/2012,2.12,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,12/8/2012,4.23,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,12/15/2012,2.6,1 NENC,,
2 SENC,pct_ed_visits_influenza,12/15/2012,2.42,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,12/15/2012,6.11,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,12/15/2012,4.47,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,12/15/2012,4.96,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,12/15/2012,3.05,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,12/15/2012,4.63,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,12/22/2012,3.2,1 NENC,,
2 SENC,pct_ed_visits_influenza,12/22/2012,2.8,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,12/22/2012,4.84,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,12/22/2012,5.47,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,12/22/2012,4.53,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,12/22/2012,3.89,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,12/22/2012,3.85,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,12/29/2012,3.47,1 NENC,,
2 SENC,pct_ed_visits_influenza,12/29/2012,3.45,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,12/29/2012,3.35,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,12/29/2012,4.89,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,12/29/2012,3.54,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,12/29/2012,3.98,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,12/29/2012,3.24,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,1/5/2013,2.65,1 NENC,,
2 SENC,pct_ed_visits_influenza,1/5/2013,2.32,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,1/5/2013,2.89,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,1/5/2013,3.24,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,1/5/2013,2.06,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,1/5/2013,2.48,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,1/5/2013,2.11,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,1/12/2013,2.85,1 NENC,,
2 SENC,pct_ed_visits_influenza,1/12/2013,2.27,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,1/12/2013,1.92,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,1/12/2013,3.38,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,1/12/2013,1.69,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,1/12/2013,1.33,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,1/12/2013,1.53,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,1/19/2013,2.11,1 NENC,,
2 SENC,pct_ed_visits_influenza,1/19/2013,1.93,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,1/19/2013,1.72,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,1/19/2013,2.34,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,1/19/2013,1.18,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,1/19/2013,0.74,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,1/19/2013,1.03,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,1/26/2013,1.25,1 NENC,,
2 SENC,pct_ed_visits_influenza,1/26/2013,1.17,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,1/26/2013,0.94,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,1/26/2013,1.22,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,1/26/2013,0.76,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,1/26/2013,0.36,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,1/26/2013,0.61,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,2/2/2013,0.92,1 NENC,,
2 SENC,pct_ed_visits_influenza,2/2/2013,0.53,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,2/2/2013,0.74,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,2/2/2013,0.88,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,2/2/2013,0.73,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,2/2/2013,0.32,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,2/2/2013,0.41,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,2/9/2013,0.75,1 NENC,,
2 SENC,pct_ed_visits_influenza,2/9/2013,0.53,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,2/9/2013,0.63,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,2/9/2013,0.64,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,2/9/2013,0.57,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,2/9/2013,0.21,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,2/9/2013,0.33,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,2/16/2013,0.71,1 NENC,,
2 SENC,pct_ed_visits_influenza,2/16/2013,0.95,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,2/16/2013,0.65,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,2/16/2013,0.65,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,2/16/2013,0.55,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,2/16/2013,0.29,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,2/16/2013,0.27,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,2/23/2013,0.69,1 NENC,,
2 SENC,pct_ed_visits_influenza,2/23/2013,0.74,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,2/23/2013,0.79,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,2/23/2013,0.53,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,2/23/2013,0.68,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,2/23/2013,0.23,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,2/23/2013,0.31,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,3/2/2013,0.99,1 NENC,,
2 SENC,pct_ed_visits_influenza,3/2/2013,0.92,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,3/2/2013,1.15,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,3/2/2013,0.55,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,3/2/2013,0.56,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,3/2/2013,0.4,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,3/2/2013,0.42,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,3/9/2013,1.06,1 NENC,,
2 SENC,pct_ed_visits_influenza,3/9/2013,1.44,2 SENC,,
